,no,latitude,longitude,sub_area
26419,20606,55.6315246044,37.3244366658,Krjukovo
26420,20714,55.6315246044,37.3244366658,Poselenie Vnukovskoe
26421,20920,55.6315246044,37.3244366658,Poselenie Moskovskij
26422,20935,55.6315246044,37.3244366658,Nekrasovka
26423,20979,55.6315246044,37.3244366658,Nekrasovka
26424,21196,55.6315246044,37.3244366658,Golovinskoe
26425,21293,55.6315246044,37.3244366658,Poselenie Desjonovskoe
26426,21311,55.6315246044,37.3244366658,Otradnoe
26427,21353,55.6315246044,37.3244366658,Akademicheskoe
26428,21586,55.6315246044,37.3244366658,Solncevo
26429,21679,55.6315246044,37.3244366658,Mozhajskoe
26430,21680,55.6315246044,37.3244366658,Poselenie Filimonkovskoe
26431,21929,55.6315246044,37.3244366658,Bibirevo
26432,22037,55.6315246044,37.3244366658,Mitino
26433,22052,55.6315246044,37.3244366658,Poselenie Voskresenskoe
26434,22294,55.6315246044,37.3244366658,Poselenie Voskresenskoe
26435,22316,55.6315246044,37.3244366658,Nagatinskij Zaton
26436,22334,55.6315246044,37.3244366658,Nagornoe
26437,22376,55.6315246044,37.3244366658,Tverskoe
26438,22457,55.6315246044,37.3244366658,Poselenie Vnukovskoe
26439,22562,55.6315246044,37.3244366658,Birjulevo Vostochnoe
26440,22789,55.6315246044,37.3244366658,Poselenie Moskovskij
26441,22882,55.6315246044,37.3244366658,Sviblovo
26442,23085,55.6315246044,37.3244366658,Poselenie Vnukovskoe
26443,23284,55.6315246044,37.3244366658,Poselenie Vnukovskoe
26444,23336,55.6315246044,37.3244366658,Kuncevo
26445,23413,55.6315246044,37.3244366658,Tekstil'shhiki
26446,23435,55.6315246044,37.3244366658,Chertanovo Juzhnoe
26447,23484,55.6315246044,37.3244366658,Horoshevskoe
26448,23658,55.6315246044,37.3244366658,Nagatinskij Zaton
26449,23714,55.6315246044,37.3244366658,Kuz'minki
26450,23810,55.6315246044,37.3244366658,Poselenie Voskresenskoe
26451,23904,55.6315246044,37.3244366658,Poselenie Novofedorovskoe
26452,23959,55.6315246044,37.3244366658,Severnoe Butovo
26453,24123,55.6315246044,37.3244366658,Poselenie Desjonovskoe
26454,24295,55.6315246044,37.3244366658,Poselenie Moskovskij
26455,24382,55.6315246044,37.3244366658,Chertanovo Severnoe
26456,24654,55.6315246044,37.3244366658,Severnoe Tushino
26457,24778,55.6315246044,37.3244366658,Mar'ino
26458,25236,55.6315246044,37.3244366658,Severnoe Tushino
26459,25548,55.6315246044,37.3244366658,Tverskoe
26460,25661,55.6315246044,37.3244366658,Nekrasovka
26461,25785,55.6315246044,37.3244366658,Ljublino
26462,25795,55.6315246044,37.3244366658,Poselenie Vnukovskoe
26463,25818,55.6315246044,37.3244366658,Krylatskoe
26464,25938,55.6315246044,37.3244366658,Poselenie Moskovskij
26465,25990,55.6315246044,37.3244366658,Shhukino
26466,26070,55.6315246044,37.3244366658,Poselenie Voskresenskoe
26467,26302,55.6315246044,37.3244366658,Ajeroport
26468,26383,55.6315246044,37.3244366658,Poselenie Vnukovskoe
26469,26553,55.6315246044,37.3244366658,Izmajlovo
26470,26778,55.6315246044,37.3244366658,Krjukovo
26471,27020,55.6315246044,37.3244366658,Novokosino
26472,27023,55.6315246044,37.3244366658,Nagatinskij Zaton
26473,27071,55.6315246044,37.3244366658,Ramenki
26474,27358,55.6315246044,37.3244366658,Poselenie Sosenskoe
26475,27442,55.6315246044,37.3244366658,Poselenie Sosenskoe
26476,27503,55.6315246044,37.3244366658,Danilovskoe
26477,27517,55.6315246044,37.3244366658,Tverskoe
26478,27555,55.6315246044,37.3244366658,Gol'janovo
26479,27636,55.6315246044,37.3244366658,Kosino-Uhtomskoe
26480,27981,55.6315246044,37.3244366658,Shhukino
26481,28083,55.6315246044,37.3244366658,Poselenie Sosenskoe
26482,28266,55.6315246044,37.3244366658,Prospekt Vernadskogo
26483,28282,55.6315246044,37.3244366658,Nekrasovka
26484,28464,55.6315246044,37.3244366658,Sviblovo
26485,28527,55.6315246044,37.3244366658,Severnoe Medvedkovo
26486,28565,55.6315246044,37.3244366658,Bogorodskoe
26487,28590,55.6315246044,37.3244366658,Tverskoe
26488,28686,55.6315246044,37.3244366658,Nekrasovka
26489,28691,55.6315246044,37.3244366658,Poselenie Sosenskoe
26490,28835,55.6315246044,37.3244366658,Danilovskoe
26491,28865,55.6315246044,37.3244366658,Zjuzino
26492,28887,55.6315246044,37.3244366658,Poselenie Sosenskoe
26493,29133,55.6315246044,37.3244366658,Izmajlovo
26494,29259,55.6315246044,37.3244366658,Poselenie Sosenskoe
26495,29327,55.6315246044,37.3244366658,Poselenie Filimonkovskoe
26496,29390,55.6315246044,37.3244366658,Mar'ina Roshha
26497,29526,55.6315246044,37.3244366658,Bogorodskoe
26498,29616,55.6315246044,37.3244366658,Poselenie Shherbinka
26499,29822,55.6315246044,37.3244366658,Mar'ino
26500,29922,55.6315246044,37.3244366658,Veshnjaki
26501,29947,55.6315246044,37.3244366658,Otradnoe
26502,30013,55.6315246044,37.3244366658,Donskoe
26503,30390,55.6315246044,37.3244366658,Teplyj Stan
26504,5950,55.8011179142,37.7036946461,Gol'janovo
26505,12846,55.8011179142,37.7036946461,Izmajlovo
26506,20141,55.8011179142,37.7036946461,Birjulevo Vostochnoe
26507,8284,55.7415992542,37.4975743107,Presnenskoe
26508,13104,55.6869632794,37.5481897256,Mar'ino
26509,11518,55.7989836929,37.5084220873,Vojkovskoe
26510,839,55.7408613698,37.4985168655,Poselenie Shherbinka
26511,3137,55.5937085813,37.367295485,Nekrasovka
26512,4045,55.5937085813,37.367295485,Birjulevo Vostochnoe
26513,8792,55.5937085813,37.367295485,Poselenie Voskresenskoe
26514,21698,55.5937085813,37.367295485,Poselenie Sosenskoe
26515,5827,55.6734342911,37.5640259541,Jasenevo
26516,9799,55.6734342911,37.5640259541,Dorogomilovo
26517,10021,55.6734342911,37.5640259541,Poselenie Moskovskij
26518,10092,55.6734342911,37.5640259541,Koptevo
26519,12207,55.6734342911,37.5640259541,Poselenie Novofedorovskoe
26520,29810,55.6734342911,37.5640259541,Lefortovo
26521,22688,55.6878932949,37.5471625036,Bogorodskoe
26522,28136,55.800957664,37.5091075086,Poselenie Moskovskij
26523,23250,55.8165068644,37.5138619607,Ljublino
26524,1024,55.6534154178,37.5875275824,Strogino
26525,11079,55.6534154178,37.5875275824,Bibirevo
26526,27945,55.654730201,37.5860324012,Perovo
26527,8711,55.6467253143,37.6086517666,Krjukovo
26528,13016,55.6467253143,37.6086517666,Chertanovo Severnoe
26529,969,55.7320230288,37.7185546812,Birjulevo Vostochnoe
26530,22923,55.5102197955,37.5620318791,Golovinskoe
26531,1416,55.6509166983,37.5913777909,Poselenie Desjonovskoe
26532,2909,55.6509166983,37.5913777909,Poselenie Voskresenskoe
26533,7630,55.6509166983,37.5913777909,Krjukovo
26534,9377,55.6509166983,37.5913777909,Nagatinskij Zaton
26535,11011,55.6509166983,37.5913777909,Chertanovo Juzhnoe
26536,25622,55.6509166983,37.5913777909,Vyhino-Zhulebino
26537,27797,55.6509166983,37.5913777909,Poselenie Sosenskoe
26538,21592,55.7630277052,37.4907782424,Poselenie Filimonkovskoe
26539,18808,55.7374992382,37.5033910425,Cheremushki
26540,23850,55.7374992382,37.5033910425,Chertanovo Severnoe
26541,26091,55.667817992,37.5708907274,Lianozovo
26542,4363,55.6481710789,37.6029538424,Nagatino-Sadovniki
26543,25568,55.6481710789,37.6029538424,Otradnoe
26544,8291,55.6447318511,37.617615575,Mozhajskoe
26545,9021,55.5953944243,37.3650755616,Tekstil'shhiki
26546,12178,55.5953944243,37.3650755616,Novo-Peredelkino
26547,15513,55.5953944243,37.3650755616,Vostochnoe Degunino
26548,17135,55.5953944243,37.3650755616,Poselenie Vnukovskoe
26549,23340,55.5953944243,37.3650755616,Poselenie Desjonovskoe
26550,28775,55.5953944243,37.3650755616,Poselenie Vnukovskoe
26551,20731,55.7325958801,37.7184840159,Presnenskoe
26552,20029,55.6571880493,37.5834693113,Mitino
26553,29640,55.5096280844,37.5655334763,Kuz'minki
26554,15889,55.5095191766,37.5664078396,Losinoostrovskoe
26555,21219,55.5095191766,37.5664078396,Nagornoe
26556,10631,55.8379362848,37.5737956315,Krjukovo
26557,1125,55.8231025833,37.5270151906,Nekrasovka
26558,25892,55.8240611982,37.5309294574,Mitino
26559,6197,55.647644444,37.6057120912,Poselenie Vnukovskoe
26560,27992,55.8001914077,37.5094447007,Birjulevo Vostochnoe
26561,18658,55.8209412812,37.518948774,Nekrasovka
26562,1661,55.684803109,37.7081642185,Brateevo
26563,9162,55.684803109,37.7081642185,Poselenie Vnukovskoe
26564,11135,55.684803109,37.7081642185,Poselenie Pervomajskoe
26565,11622,55.684803109,37.7081642185,Vojkovskoe
26566,22799,55.684803109,37.7081642185,Poselenie Vnukovskoe
26567,27901,55.684803109,37.7081642185,Levoberezhnoe
26568,609,55.764217814,37.4912299108,Brateevo
26569,23399,55.5102796917,37.5594758023,Poselenie Novofedorovskoe
26570,6954,55.6622628104,37.5779694104,Krjukovo
26571,8266,55.6622628104,37.5779694104,Nagornoe
26572,4376,55.6324496074,37.3226255254,Tverskoe
26573,4613,55.6324496074,37.3226255254,Tverskoe
26574,4931,55.6324496074,37.3226255254,Butyrskoe
26575,5081,55.6324496074,37.3226255254,Sviblovo
26576,5213,55.6324496074,37.3226255254,Horoshevo-Mnevniki
26577,5242,55.6324496074,37.3226255254,Poselenie Desjonovskoe
26578,5257,55.6324496074,37.3226255254,Poselenie Filimonkovskoe
26579,5277,55.6324496074,37.3226255254,Troickij okrug
26580,5292,55.6324496074,37.3226255254,Mozhajskoe
26581,5306,55.6324496074,37.3226255254,Perovo
26582,5323,55.6324496074,37.3226255254,Nagornoe
26583,5325,55.6324496074,37.3226255254,Ochakovo-Matveevskoe
26584,5353,55.6324496074,37.3226255254,Juzhnoe Butovo
26585,5364,55.6324496074,37.3226255254,Beskudnikovskoe
26586,5376,55.6324496074,37.3226255254,Tverskoe
26587,5378,55.6324496074,37.3226255254,Tverskoe
26588,5383,55.6324496074,37.3226255254,Novogireevo
26589,5396,55.6324496074,37.3226255254,Bogorodskoe
26590,5404,55.6324496074,37.3226255254,Poselenie Vnukovskoe
26591,5410,55.6324496074,37.3226255254,Bogorodskoe
26592,5415,55.6324496074,37.3226255254,Poselenie Desjonovskoe
26593,5419,55.6324496074,37.3226255254,Levoberezhnoe
26594,5421,55.6324496074,37.3226255254,Nekrasovka
26595,5492,55.6324496074,37.3226255254,Birjulevo Vostochnoe
26596,5500,55.6324496074,37.3226255254,Mitino
26597,5515,55.6324496074,37.3226255254,Poselenie Sosenskoe
26598,5522,55.6324496074,37.3226255254,Golovinskoe
26599,5538,55.6324496074,37.3226255254,Vyhino-Zhulebino
26600,5540,55.6324496074,37.3226255254,Poselenie Moskovskij
26601,5543,55.6324496074,37.3226255254,Preobrazhenskoe
26602,5561,55.6324496074,37.3226255254,Poselenie Moskovskij
26603,5562,55.6324496074,37.3226255254,Tverskoe
26604,5667,55.6324496074,37.3226255254,Poselenie Vnukovskoe
26605,5686,55.6324496074,37.3226255254,Severnoe Butovo
26606,5691,55.6324496074,37.3226255254,Poselenie Desjonovskoe
26607,5835,55.6324496074,37.3226255254,Poselenie Moskovskij
26608,5865,55.6324496074,37.3226255254,Poselenie Shherbinka
26609,5887,55.6324496074,37.3226255254,Poselenie Novofedorovskoe
26610,6077,55.6324496074,37.3226255254,Birjulevo Vostochnoe
26611,7737,55.6324496074,37.3226255254,Presnenskoe
26612,10220,55.6324496074,37.3226255254,Horoshevskoe
26613,10340,55.6324496074,37.3226255254,Nekrasovka
26614,10549,55.6324496074,37.3226255254,Poselenie Moskovskij
26615,12042,55.6324496074,37.3226255254,Jasenevo
26616,15472,55.6324496074,37.3226255254,Akademicheskoe
26617,16655,55.6324496074,37.3226255254,Butyrskoe
26618,16696,55.6324496074,37.3226255254,Nagatinskij Zaton
26619,16753,55.6324496074,37.3226255254,Mar'ino
26620,17329,55.6324496074,37.3226255254,Kuz'minki
26621,17743,55.6324496074,37.3226255254,Ivanovskoe
26622,18952,55.6324496074,37.3226255254,Timirjazevskoe
26623,19443,55.6324496074,37.3226255254,Ramenki
26624,19523,55.6324496074,37.3226255254,Poselenie Shherbinka
26625,20012,55.6324496074,37.3226255254,Akademicheskoe
26626,20049,55.6324496074,37.3226255254,Poselenie Sosenskoe
26627,20394,55.6324496074,37.3226255254,Poselenie Desjonovskoe
26628,21876,55.6324496074,37.3226255254,Poselenie Filimonkovskoe
26629,22839,55.6324496074,37.3226255254,Juzhnoe Butovo
26630,22931,55.6324496074,37.3226255254,Tverskoe
26631,23570,55.6324496074,37.3226255254,Chertanovo Juzhnoe
26632,23872,55.6324496074,37.3226255254,Nagatino-Sadovniki
26633,24679,55.6324496074,37.3226255254,Poselenie Sosenskoe
26634,24876,55.6324496074,37.3226255254,Poselenie Vnukovskoe
26635,24989,55.6324496074,37.3226255254,Ljublino
26636,25150,55.6324496074,37.3226255254,Novo-Peredelkino
26637,26423,55.6324496074,37.3226255254,Poselenie Kokoshkino
26638,26700,55.6324496074,37.3226255254,Presnenskoe
26639,26963,55.6324496074,37.3226255254,Kuncevo
26640,27278,55.6324496074,37.3226255254,Ochakovo-Matveevskoe
26641,28602,55.6324496074,37.3226255254,Tverskoe
26642,28962,55.6324496074,37.3226255254,Vyhino-Zhulebino
26643,29099,55.6324496074,37.3226255254,Ljublino
26644,29186,55.6324496074,37.3226255254,Tverskoe
26645,29232,55.6324496074,37.3226255254,Birjulevo Vostochnoe
26646,29524,55.6324496074,37.3226255254,Tverskoe
26647,29705,55.6324496074,37.3226255254,Ljublino
26648,30397,55.6324496074,37.3226255254,Zjuzino
26649,20168,55.6656623158,37.5740544695,Juzhnoe Butovo
26650,26714,55.6656623158,37.5740544695,Hamovniki
26651,27801,55.8025609455,37.5104450143,Chertanovo Severnoe
26652,3324,55.6487150013,37.6021452482,Obruchevskoe
26653,8166,55.5941023016,37.3659533771,Poselenie Sosenskoe
26654,17565,55.8178088373,37.515122268,Nagornoe
26655,2649,55.6696284472,37.5693859162,Presnenskoe
26656,20150,55.6696284472,37.5693859162,Ljublino
26657,3586,55.7698593407,37.4923966238,Izmajlovo
26658,12187,55.7698593407,37.4923966238,Gagarinskoe
26659,2504,55.6545378581,37.5873333801,Poselenie Vnukovskoe
26660,3437,55.6545378581,37.5873333801,Kuncevo
26661,21256,55.8201124817,37.6654374663,Golovinskoe
26662,9731,55.8003624661,37.7037078976,Poselenie Sosenskoe
26663,764,55.6525348729,37.5894933002,Poselenie Vnukovskoe
26664,14770,55.6525348729,37.5894933002,Zapadnoe Degunino
26665,16933,55.6686599518,37.570894292,Shhukino
26666,23884,55.6686599518,37.570894292,Ajeroport
26667,25580,55.6739255845,37.5647850959,Horoshevskoe
26668,23459,55.5916375766,37.3684616679,Golovinskoe
26669,16919,55.7714565936,37.4937517012,Poselenie Sosenskoe
26670,26914,55.7365430633,37.7182538984,Chertanovo Juzhnoe
26671,12791,55.7818058929,37.7191735511,Shhukino
26672,16495,55.7818058929,37.7191735511,Birjulevo Vostochnoe
26673,7074,55.7997388344,37.7045721665,Nagornoe
26674,7856,55.6673609339,37.5724425477,Poselenie Sosenskoe
26675,25578,55.6881630078,37.5482131722,Tverskoe
26676,12942,55.8119932413,37.5137747534,Severnoe Tushino
26677,14676,55.8119932413,37.5137747534,Hovrino
26678,14719,55.8119932413,37.5137747534,Pechatniki
26679,26824,55.8119932413,37.5137747534,Severnoe Izmajlovo
26680,28564,55.8119932413,37.5137747534,Nekrasovka
26681,14811,55.6515306595,37.5912898467,Vyhino-Zhulebino
26682,7650,55.6478911441,37.6581646906,Krylatskoe
26683,10170,55.6478911441,37.6581646906,Tverskoe
26684,11222,55.6478911441,37.6581646906,Tverskoe
26685,19726,55.6478911441,37.6581646906,Severnoe Tushino
26686,20171,55.6478911441,37.6581646906,Kon'kovo
26687,24527,55.6478911441,37.6581646906,Poselenie Desjonovskoe
26688,14319,55.509708679,37.5614963815,Poselenie Shherbinka
26689,14572,55.8037983621,37.5112434584,Caricyno
26690,4370,55.6313043171,37.3230947848,Danilovskoe
26691,4385,55.6313043171,37.3230947848,Poselenie Filimonkovskoe
26692,4390,55.6313043171,37.3230947848,Tverskoe
26693,4423,55.6313043171,37.3230947848,Poselenie Pervomajskoe
26694,4456,55.6313043171,37.3230947848,Presnenskoe
26695,4473,55.6313043171,37.3230947848,Tverskoe
26696,4508,55.6313043171,37.3230947848,Horoshevo-Mnevniki
26697,4520,55.6313043171,37.3230947848,Poselenie Vnukovskoe
26698,4537,55.6313043171,37.3230947848,Novo-Peredelkino
26699,4606,55.6313043171,37.3230947848,Meshhanskoe
26700,4624,55.6313043171,37.3230947848,Severnoe Izmajlovo
26701,4626,55.6313043171,37.3230947848,Poselenie Desjonovskoe
26702,4629,55.6313043171,37.3230947848,Donskoe
26703,4704,55.6313043171,37.3230947848,Bogorodskoe
26704,4731,55.6313043171,37.3230947848,Mar'ino
26705,4741,55.6313043171,37.3230947848,Poselenie Desjonovskoe
26706,4813,55.6313043171,37.3230947848,Poselenie Vnukovskoe
26707,4934,55.6313043171,37.3230947848,Otradnoe
26708,4939,55.6313043171,37.3230947848,Poselenie Pervomajskoe
26709,4943,55.6313043171,37.3230947848,Poselenie Sosenskoe
26710,4977,55.6313043171,37.3230947848,Zapadnoe Degunino
26711,4984,55.6313043171,37.3230947848,Cheremushki
26712,5005,55.6313043171,37.3230947848,Kotlovka
26713,5042,55.6313043171,37.3230947848,Obruchevskoe
26714,5092,55.6313043171,37.3230947848,Krjukovo
26715,5129,55.6313043171,37.3230947848,Birjulevo Vostochnoe
26716,5138,55.6313043171,37.3230947848,Ivanovskoe
26717,5175,55.6313043171,37.3230947848,Dmitrovskoe
26718,5547,55.6313043171,37.3230947848,Mitino
26719,5594,55.6313043171,37.3230947848,Poselenie Vnukovskoe
26720,5879,55.6313043171,37.3230947848,Hovrino
26721,5996,55.6313043171,37.3230947848,Presnenskoe
26722,7450,55.6313043171,37.3230947848,Timirjazevskoe
26723,7502,55.6313043171,37.3230947848,Vyhino-Zhulebino
26724,7658,55.6313043171,37.3230947848,Juzhnoe Tushino
26725,7676,55.6313043171,37.3230947848,Poselenie Vnukovskoe
26726,7764,55.6313043171,37.3230947848,Poselenie Moskovskij
26727,7904,55.6313043171,37.3230947848,Tverskoe
26728,8114,55.6313043171,37.3230947848,Solncevo
26729,8533,55.6313043171,37.3230947848,Lomonosovskoe
26730,10517,55.6313043171,37.3230947848,Chertanovo Severnoe
26731,15392,55.6313043171,37.3230947848,Otradnoe
26732,15539,55.6313043171,37.3230947848,Poselenie Vnukovskoe
26733,15777,55.6313043171,37.3230947848,Akademicheskoe
26734,16063,55.6313043171,37.3230947848,Nagornoe
26735,16412,55.6313043171,37.3230947848,Solncevo
26736,16430,55.6313043171,37.3230947848,Horoshevo-Mnevniki
26737,16758,55.6313043171,37.3230947848,Nagornoe
26738,17714,55.6313043171,37.3230947848,Juzhnoe Tushino
26739,17945,55.6313043171,37.3230947848,Meshhanskoe
26740,18164,55.6313043171,37.3230947848,Ochakovo-Matveevskoe
26741,18331,55.6313043171,37.3230947848,Poselenie Moskovskij
26742,18571,55.6313043171,37.3230947848,Marfino
26743,18730,55.6313043171,37.3230947848,Basmannoe
26744,19445,55.6313043171,37.3230947848,Poselenie Vnukovskoe
26745,19479,55.6313043171,37.3230947848,Mozhajskoe
26746,19601,55.6313043171,37.3230947848,Poselenie Moskovskij
26747,19662,55.6313043171,37.3230947848,Tverskoe
26748,19765,55.6313043171,37.3230947848,Novokosino
26749,19809,55.6313043171,37.3230947848,Zjablikovo
26750,20048,55.6313043171,37.3230947848,Strogino
26751,20240,55.6313043171,37.3230947848,Prospekt Vernadskogo
26752,20705,55.6313043171,37.3230947848,Ajeroport
26753,21429,55.6313043171,37.3230947848,Severnoe Tushino
26754,21886,55.6313043171,37.3230947848,Severnoe Tushino
26755,22209,55.6313043171,37.3230947848,Zapadnoe Degunino
26756,22231,55.6313043171,37.3230947848,Kon'kovo
26757,22796,55.6313043171,37.3230947848,Severnoe Izmajlovo
26758,22971,55.6313043171,37.3230947848,Danilovskoe
26759,23079,55.6313043171,37.3230947848,Metrogorodok
26760,23237,55.6313043171,37.3230947848,Bibirevo
26761,23424,55.6313043171,37.3230947848,Poselenie Vnukovskoe
26762,23811,55.6313043171,37.3230947848,Zjuzino
26763,23909,55.6313043171,37.3230947848,Lomonosovskoe
26764,24489,55.6313043171,37.3230947848,Golovinskoe
26765,24766,55.6313043171,37.3230947848,Tverskoe
26766,25143,55.6313043171,37.3230947848,Krjukovo
26767,25393,55.6313043171,37.3230947848,Nekrasovka
26768,25589,55.6313043171,37.3230947848,Krjukovo
26769,25849,55.6313043171,37.3230947848,Mozhajskoe
26770,25957,55.6313043171,37.3230947848,Orehovo-Borisovo Severnoe
26771,25980,55.6313043171,37.3230947848,Rjazanskij
26772,26219,55.6313043171,37.3230947848,Nizhegorodskoe
26773,26860,55.6313043171,37.3230947848,Orehovo-Borisovo Juzhnoe
26774,26861,55.6313043171,37.3230947848,Savelki
26775,26900,55.6313043171,37.3230947848,Poselenie Vnukovskoe
26776,26972,55.6313043171,37.3230947848,Vyhino-Zhulebino
26777,26995,55.6313043171,37.3230947848,Juzhnoe Butovo
26778,27062,55.6313043171,37.3230947848,Mar'ina Roshha
26779,27089,55.6313043171,37.3230947848,Birjulevo Vostochnoe
26780,27119,55.6313043171,37.3230947848,Strogino
26781,27253,55.6313043171,37.3230947848,Mar'ino
26782,27391,55.6313043171,37.3230947848,Lomonosovskoe
26783,27405,55.6313043171,37.3230947848,Horoshevo-Mnevniki
26784,27413,55.6313043171,37.3230947848,Tverskoe
26785,27486,55.6313043171,37.3230947848,Mitino
26786,27586,55.6313043171,37.3230947848,Cheremushki
26787,27610,55.6313043171,37.3230947848,Orehovo-Borisovo Juzhnoe
26788,28179,55.6313043171,37.3230947848,Poselenie Shherbinka
26789,28641,55.6313043171,37.3230947848,Juzhnoe Butovo
26790,28661,55.6313043171,37.3230947848,Sokol'niki
26791,28685,55.6313043171,37.3230947848,Krylatskoe
26792,28764,55.6313043171,37.3230947848,Perovo
26793,29016,55.6313043171,37.3230947848,Beskudnikovskoe
26794,29492,55.6313043171,37.3230947848,Poselenie Sosenskoe
26795,29666,55.6313043171,37.3230947848,Mar'ina Roshha
26796,29900,55.6313043171,37.3230947848,Chertanovo Severnoe
26797,30112,55.6313043171,37.3230947848,Bogorodskoe
26798,30268,55.6313043171,37.3230947848,Brateevo
26799,26011,55.5095217373,37.5626120769,Severnoe Medvedkovo
26800,26884,55.7326241642,37.7175909602,Severnoe Medvedkovo
26801,20484,55.5919929482,37.3676856792,Gol'janovo
26802,5858,55.6058320163,37.3515779168,Poselenie Desjonovskoe
26803,2281,55.8329014871,37.5957865265,Juzhnoe Medvedkovo
26804,22358,55.6487667262,37.6036532571,Fili Davydkovo
26805,24864,55.5905246509,37.3692700712,Mitino
26806,16708,55.6654174818,37.575323533,Caricyno
26807,9873,55.6839650844,37.5536952726,Zjablikovo
26808,15254,55.8356587425,37.580485859,Poselenie Shherbinka
26809,14267,55.5922608527,37.3670630708,Moskvorech'e-Saburovo
26810,16013,55.5922608527,37.3670630708,Chertanovo Juzhnoe
26811,21165,55.5922608527,37.3670630708,Moskvorech'e-Saburovo
26812,29313,55.5282342601,37.4800315231,Brateevo
26813,2015,55.6476996168,37.6085809787,Poselenie Sosenskoe
26814,2411,55.6476996168,37.6085809787,Shhukino
26815,2822,55.590899131,37.3685940708,Troickij okrug
26816,11210,55.590899131,37.3685940708,Dmitrovskoe
26817,848,55.8264197438,37.6512510695,Poselenie Desjonovskoe
26818,7783,55.822683725,37.5285895748,Vostochnoe Izmajlovo
26819,27211,55.822683725,37.5285895748,Rjazanskij
26820,11364,55.6514209236,37.5932608246,Tverskoe
26821,13254,55.6514209236,37.5932608246,Sokol
26822,11742,55.6680585114,37.5724276953,Poselenie Rjazanovskoe
26823,12167,55.7335205119,37.7171905469,Poselenie Shherbinka
26824,24305,55.5929788955,37.3659631384,Rjazanskij
26825,14262,55.7795647103,37.7188484214,Krylatskoe
26826,16230,55.7795647103,37.7188484214,Nagatinskij Zaton
26827,27469,55.7546008203,37.7190293058,Begovoe
26828,30184,55.8224117876,37.5277641449,Severnoe
26829,9153,55.6584154154,37.583786015,Solncevo
26830,9762,55.6584154154,37.583786015,Pechatniki
26831,11642,55.6584154154,37.583786015,Nagornoe
26832,30404,55.6584154154,37.583786015,Poselenie Shherbinka
26833,16208,55.831472627,37.5584926448,Poselenie Sosenskoe
26834,1165,55.8187655915,37.5165367611,Mar'ino
26835,26292,55.8187655915,37.5165367611,Sokolinaja Gora
26836,10972,55.7449204395,37.4978831016,Poselenie Vnukovskoe
26837,23527,55.8179987891,37.5162762375,Poselenie Vnukovskoe
26838,25032,55.8179987891,37.5162762375,Pokrovskoe Streshnevo
26839,12771,55.5090297339,37.5635358389,Mar'ino
26840,523,55.6713728269,37.568698333,Strogino
26841,14856,55.7215527986,37.5232293085,Poselenie Voskresenskoe
26842,25970,55.7215527986,37.5232293085,Horoshevskoe
26843,4257,55.6517347345,37.5923772776,Mozhajskoe
26844,10408,55.6517347345,37.5923772776,Kuz'minki
26845,11220,55.6517347345,37.5923772776,Nagatino-Sadovniki
26846,12423,55.6517347345,37.5923772776,Kosino-Uhtomskoe
26847,15162,55.6517347345,37.5923772776,Akademicheskoe
26848,15194,55.6517347345,37.5923772776,Otradnoe
26849,18272,55.6517347345,37.5923772776,Chertanovo Juzhnoe
26850,20149,55.6517347345,37.5923772776,Ivanovskoe
26851,26651,55.6517347345,37.5923772776,Nekrasovka
26852,29874,55.6517347345,37.5923772776,Presnenskoe
26853,18472,55.6475533902,37.609871961,Orehovo-Borisovo Juzhnoe
26854,5233,55.6315996127,37.3219861322,Kurkino
26855,5481,55.6315996127,37.3219861322,Poselenie Moskovskij
26856,5589,55.6315996127,37.3219861322,Jaroslavskoe
26857,5655,55.6315996127,37.3219861322,Poselenie Vnukovskoe
26858,5680,55.6315996127,37.3219861322,Poselenie Vnukovskoe
26859,5711,55.6315996127,37.3219861322,Nagatino-Sadovniki
26860,5736,55.6315996127,37.3219861322,Chertanovo Juzhnoe
26861,5804,55.6315996127,37.3219861322,Poselenie Filimonkovskoe
26862,5809,55.6315996127,37.3219861322,Severnoe Butovo
26863,5821,55.6315996127,37.3219861322,Rjazanskij
26864,5942,55.6315996127,37.3219861322,Jasenevo
26865,6010,55.6315996127,37.3219861322,Izmajlovo
26866,6672,55.6315996127,37.3219861322,Poselenie Moskovskij
26867,7682,55.6315996127,37.3219861322,Vostochnoe Degunino
26868,7910,55.6315996127,37.3219861322,Severnoe Medvedkovo
26869,16187,55.6315996127,37.3219861322,Poselenie Sosenskoe
26870,17158,55.6315996127,37.3219861322,Birjulevo Vostochnoe
26871,17316,55.6315996127,37.3219861322,Mitino
26872,17804,55.6315996127,37.3219861322,Golovinskoe
26873,18453,55.6315996127,37.3219861322,Golovinskoe
26874,18582,55.6315996127,37.3219861322,Poselenie Voskresenskoe
26875,19482,55.6315996127,37.3219861322,Poselenie Sosenskoe
26876,19557,55.6315996127,37.3219861322,Poselenie Desjonovskoe
26877,21404,55.6315996127,37.3219861322,Tekstil'shhiki
26878,22739,55.6315996127,37.3219861322,Nagatino-Sadovniki
26879,23358,55.6315996127,37.3219861322,Lomonosovskoe
26880,23676,55.6315996127,37.3219861322,Poselenie Novofedorovskoe
26881,24296,55.6315996127,37.3219861322,Nizhegorodskoe
26882,24978,55.6315996127,37.3219861322,Meshhanskoe
26883,26238,55.6315996127,37.3219861322,Otradnoe
